date,sentiment
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,
2019-02-02,
2019-02-03,
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.3333333333333333
2019-02-09,
2019-02-10,
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,-0.5
2019-02-15,
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,
2019-02-20,0.0
2019-02-21,
2019-02-22,-1.0
2019-02-23,0.0
2019-02-24,
2019-02-25,
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,-0.5
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,-0.5
2019-03-08,
2019-03-09,
2019-03-10,
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,-1.0
2019-03-15,0.0
2019-03-16,
2019-03-17,
2019-03-18,
2019-03-19,0.5
2019-03-20,
2019-03-21,-1.0
2019-03-22,1.0
2019-03-23,
2019-03-24,
2019-03-25,
2019-03-26,0.0
2019-03-27,
2019-03-28,
2019-03-29,
2019-03-30,
2019-03-31,
2019-04-01,
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,-0.14285714285714285
2019-04-05,0.0
2019-04-06,
2019-04-07,
2019-04-08,0.0
2019-04-09,
2019-04-10,0.5
2019-04-11,-0.5
2019-04-12,
2019-04-13,
2019-04-14,0.5
2019-04-15,1.0
2019-04-16,0.0
2019-04-17,
2019-04-18,0.3333333333333333
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,
2019-04-22,0.25
2019-04-23,
2019-04-24,0.0
2019-04-25,0.6666666666666666
2019-04-26,0.0
2019-04-27,
2019-04-28,
2019-04-29,
2019-04-30,0.5
2019-05-01,0.5
2019-05-02,-0.2
2019-05-03,0.3333333333333333
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,-0.5
2019-05-08,
2019-05-09,0.6666666666666666
2019-05-10,0.0
2019-05-11,-1.0
2019-05-12,
2019-05-13,
2019-05-14,-1.0
2019-05-15,
2019-05-16,0.5
2019-05-17,-1.0
2019-05-18,
2019-05-19,1.0
2019-05-20,-1.0
2019-05-21,0.3333333333333333
2019-05-22,-0.3333333333333333
2019-05-23,0.5
2019-05-24,0.6666666666666666
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,
2019-05-31,-1.0
2019-06-01,
2019-06-02,
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,-1.0
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,0.0
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,0.0
2019-06-25,-0.5
2019-06-26,-0.2
2019-06-27,0.0
2019-06-28,0.4
2019-06-29,
2019-06-30,
2019-07-01,0.0
2019-07-02,0.6666666666666666
2019-07-03,0.5
2019-07-04,-0.3333333333333333
2019-07-05,0.0
2019-07-06,
2019-07-07,
2019-07-08,0.0
2019-07-09,0.5
2019-07-10,0.0
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,0.4
2019-07-17,0.0
2019-07-18,0.25
2019-07-19,0.0
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,-1.0
2019-07-25,-0.7272727272727273
2019-07-26,0.0
2019-07-27,
2019-07-28,
2019-07-29,-1.0
2019-07-30,-1.0
2019-07-31,
2019-08-01,0.0
2019-08-02,
2019-08-03,
2019-08-04,0.0
2019-08-05,
2019-08-06,-1.0
2019-08-07,-0.25
2019-08-08,-1.0
2019-08-09,
2019-08-10,
2019-08-11,-0.75
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,0.0
2019-08-19,
2019-08-20,-0.3333333333333333
2019-08-21,
2019-08-22,0.5
2019-08-23,-0.2
2019-08-24,
2019-08-25,
2019-08-26,0.0
2019-08-27,0.5
2019-08-28,0.0
2019-08-29,-0.25
2019-08-30,0.0
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-0.3333333333333333
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,-0.6666666666666666
2019-09-10,0.0
2019-09-11,-0.5
2019-09-12,0.5
2019-09-13,0.42857142857142855
2019-09-14,
2019-09-15,
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,
2019-09-19,0.2
2019-09-20,0.3333333333333333
2019-09-21,
2019-09-22,
2019-09-23,1.0
2019-09-24,0.5
2019-09-25,0.5
2019-09-26,0.0
2019-09-27,-1.0
2019-09-28,0.0
2019-09-29,
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,-0.5
2019-10-03,-0.25
2019-10-04,-0.5
2019-10-05,
2019-10-06,
2019-10-07,-1.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,
2019-10-13,
2019-10-14,-1.0
2019-10-15,0.0
2019-10-16,
2019-10-17,
2019-10-18,0.6666666666666666
2019-10-19,
2019-10-20,
2019-10-21,0.0
2019-10-22,
2019-10-23,
2019-10-24,0.2857142857142857
2019-10-25,0.5
2019-10-26,
2019-10-27,0.0
2019-10-28,0.25
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,
2019-11-03,
2019-11-04,0.0
2019-11-05,-0.2
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,1.0
2019-11-10,
2019-11-11,-0.5
2019-11-12,0.2
2019-11-13,-0.058823529411764705
2019-11-14,0.16666666666666666
2019-11-15,-1.0
2019-11-16,
2019-11-17,
2019-11-18,0.0
2019-11-19,0.14285714285714285
2019-11-20,0.0
2019-11-21,-0.25
2019-11-22,0.3
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.25
2019-11-26,-0.16666666666666666
2019-11-27,0.0
2019-11-28,
2019-11-29,0.25
2019-11-30,
2019-12-01,
2019-12-02,
2019-12-03,-0.16666666666666666
2019-12-04,-0.25
2019-12-05,-0.2
2019-12-06,0.5
2019-12-07,0.0
2019-12-08,
2019-12-09,-0.5
2019-12-10,
2019-12-11,-0.2857142857142857
2019-12-12,0.0
2019-12-13,-0.2
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.5
2019-12-17,0.0
2019-12-18,-0.3333333333333333
2019-12-19,-1.0
2019-12-20,0.0
2019-12-21,
2019-12-22,
2019-12-23,0.25
2019-12-24,0.0
2019-12-25,
2019-12-26,0.2857142857142857
2019-12-27,0.2857142857142857
2019-12-28,0.0
2019-12-29,
2019-12-30,-0.26666666666666666
2019-12-31,-0.5
2020-01-01,
2020-01-02,0.0
2020-01-03,0.05
2020-01-04,
2020-01-05,0.0
2020-01-06,-0.2
2020-01-07,-0.0625
2020-01-08,0.3333333333333333
2020-01-09,-0.2
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,-1.0
2020-01-13,0.08333333333333333
2020-01-14,0.4
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.16666666666666666
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,
2020-01-21,-0.2857142857142857
2020-01-22,0.1875
2020-01-23,0.3333333333333333
2020-01-24,-0.3333333333333333
2020-01-25,
2020-01-26,-0.5
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,-0.3333333333333333
2020-02-01,
2020-02-02,
2020-02-03,0.5
2020-02-04,-0.045454545454545456
2020-02-05,-0.20833333333333334
2020-02-06,-0.16666666666666666
2020-02-07,0.0
2020-02-08,0.2857142857142857
2020-02-09,0.0
2020-02-10,0.15384615384615385
2020-02-11,-0.5
2020-02-12,0.2857142857142857
2020-02-13,-0.1
2020-02-14,-0.5
2020-02-15,
2020-02-16,0.0
2020-02-17,-0.3333333333333333
2020-02-18,0.09090909090909091
2020-02-19,0.6
2020-02-20,0.25
2020-02-21,0.0
2020-02-22,
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.2222222222222222
2020-02-26,0.2222222222222222
2020-02-27,-0.3333333333333333
2020-02-28,-0.5
2020-02-29,-0.5
2020-03-01,0.0
2020-03-02,0.3333333333333333
2020-03-03,-0.2222222222222222
2020-03-04,-0.4
2020-03-05,1.0
2020-03-06,0.0
2020-03-07,
2020-03-08,1.0
2020-03-09,0.5
2020-03-10,0.25
2020-03-11,1.0
2020-03-12,0.2
2020-03-13,
2020-03-14,
2020-03-15,
2020-03-16,
2020-03-17,-0.2
2020-03-18,-0.48
2020-03-19,-0.35294117647058826
2020-03-20,-0.5
2020-03-21,0.0
2020-03-22,-1.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,-0.5
2020-03-26,0.6666666666666666
2020-03-27,-0.14285714285714285
2020-03-28,0.0
2020-03-29,
2020-03-30,-0.6666666666666666
2020-03-31,0.0
2020-04-01,-0.2857142857142857
2020-04-02,0.0
2020-04-03,-0.375
2020-04-04,0.0
2020-04-05,
2020-04-06,0.0
2020-04-07,
2020-04-08,0.15384615384615385
2020-04-09,0.5
2020-04-10,0.0
2020-04-11,
2020-04-12,
2020-04-13,0.0
2020-04-14,0.45454545454545453
2020-04-15,0.25
2020-04-16,
2020-04-17,
2020-04-18,
2020-04-19,
2020-04-20,-0.5
2020-04-21,
2020-04-22,0.0
2020-04-23,-0.2
2020-04-24,0.75
2020-04-25,0.0
2020-04-26,
2020-04-27,0.4
2020-04-28,0.5
2020-04-29,0.5714285714285714
2020-04-30,-0.15
2020-05-01,-0.7
2020-05-02,0.0
2020-05-03,
2020-05-04,0.0
2020-05-05,
2020-05-06,
2020-05-07,-0.5
2020-05-08,-0.21428571428571427
2020-05-09,-0.2
2020-05-10,-0.3333333333333333
2020-05-11,-0.14285714285714285
2020-05-12,-0.2727272727272727
2020-05-13,-0.08333333333333333
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.75
2020-05-17,
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,1.0
2020-05-21,-0.3333333333333333
2020-05-22,-0.3333333333333333
2020-05-23,0.0
2020-05-24,
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,-0.09090909090909091
2020-05-28,-1.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.25
2020-06-04,0.2727272727272727
2020-06-05,0.0
2020-06-06,
2020-06-07,
2020-06-08,0.6666666666666666
2020-06-09,0.25
2020-06-10,0.4444444444444444
2020-06-11,-0.5714285714285714
2020-06-12,0.0
2020-06-13,-1.0
2020-06-14,
2020-06-15,0.125
2020-06-16,-0.3333333333333333
2020-06-17,-0.5
2020-06-18,0.125
2020-06-19,-0.2
2020-06-20,0.0
2020-06-21,
2020-06-22,0.16666666666666666
2020-06-23,0.0
2020-06-24,-0.6
2020-06-25,-0.14285714285714285
2020-06-26,0.3333333333333333
2020-06-27,
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,-0.5
2020-07-01,1.0
2020-07-02,0.75
2020-07-03,0.0
2020-07-04,
2020-07-05,
2020-07-06,0.8333333333333334
2020-07-07,0.2
2020-07-08,0.0
2020-07-09,-0.16666666666666666
2020-07-10,0.5714285714285714
2020-07-11,0.0
2020-07-12,-0.5
2020-07-13,0.4583333333333333
2020-07-14,-0.08333333333333333
2020-07-15,-0.5833333333333334
2020-07-16,-0.43478260869565216
2020-07-17,-0.8181818181818182
2020-07-18,0.0
2020-07-19,1.0
2020-07-20,0.3333333333333333
2020-07-21,0.5
2020-07-22,-0.043478260869565216
2020-07-23,0.12903225806451613
2020-07-24,-0.18181818181818182
2020-07-25,
2020-07-26,
2020-07-27,-0.16666666666666666
2020-07-28,0.1
2020-07-29,0.0
2020-07-30,-0.125
2020-07-31,0.1111111111111111
2020-08-01,0.0
2020-08-02,
2020-08-03,0.6
2020-08-04,0.25
2020-08-05,-0.3333333333333333
2020-08-06,0.2
2020-08-07,0.0
2020-08-08,
2020-08-09,1.0
2020-08-10,-0.5
2020-08-11,0.2727272727272727
2020-08-12,0.47619047619047616
2020-08-13,1.0
2020-08-14,-0.75
2020-08-15,0.0
2020-08-16,
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,-0.1
2020-08-20,0.07692307692307693
2020-08-21,0.6923076923076923
2020-08-22,0.0
2020-08-23,-1.0
2020-08-24,0.0
2020-08-25,0.2
2020-08-26,0.5
2020-08-27,0.5
2020-08-28,0.25
2020-08-29,0.0
2020-08-30,
2020-08-31,0.391304347826087
2020-09-01,0.6785714285714286
2020-09-02,0.13636363636363635
2020-09-03,-0.5925925925925926
2020-09-04,-0.14705882352941177
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.4166666666666667
2020-09-08,-0.3333333333333333
2020-09-09,0.35714285714285715
2020-09-10,0.11538461538461539
2020-09-11,0.5625
2020-09-12,
2020-09-13,
2020-09-14,0.25
2020-09-15,0.25
2020-09-16,0.18181818181818182
2020-09-17,-0.3888888888888889
2020-09-18,-0.08695652173913043
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,-0.16666666666666666
2020-09-22,0.2222222222222222
2020-09-23,-0.2777777777777778
2020-09-24,-0.26666666666666666
2020-09-25,-0.1111111111111111
2020-09-26,0.3333333333333333
2020-09-27,
2020-09-28,0.3333333333333333
2020-09-29,0.5
2020-09-30,0.3333333333333333
2020-10-01,0.14285714285714285
2020-10-02,0.39285714285714285
2020-10-03,0.0
2020-10-04,-1.0
2020-10-05,0.3333333333333333
2020-10-06,-0.125
2020-10-07,0.0
2020-10-08,0.5
2020-10-09,0.3333333333333333
2020-10-10,
2020-10-11,
2020-10-12,-0.3333333333333333
2020-10-13,0.6666666666666666
2020-10-14,-0.3
2020-10-15,0.0
2020-10-16,-0.14285714285714285
2020-10-17,
2020-10-18,-1.0
2020-10-19,0.1111111111111111
2020-10-20,-0.5
2020-10-21,0.23076923076923078
2020-10-22,-0.14285714285714285
2020-10-23,0.0
2020-10-24,-1.0
2020-10-25,
2020-10-26,-0.6666666666666666
2020-10-27,0.1111111111111111
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,-0.3333333333333333
2020-10-31,
2020-11-01,
2020-11-02,0.0
2020-11-03,-0.25
2020-11-04,0.5
2020-11-05,-0.2
2020-11-06,0.3333333333333333
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,1.0
2020-11-10,0.8
2020-11-11,0.14285714285714285
2020-11-12,0.25
2020-11-13,0.058823529411764705
2020-11-14,
2020-11-15,0.0
2020-11-16,0.18181818181818182
2020-11-17,-0.29411764705882354
2020-11-18,0.0625
2020-11-19,-0.35714285714285715
2020-11-20,-0.125
2020-11-21,
2020-11-22,
2020-11-23,0.3
2020-11-24,0.34782608695652173
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.5
2020-11-28,0.0
2020-11-29,
2020-11-30,0.0
2020-12-01,0.36666666666666664
2020-12-02,-0.46153846153846156
2020-12-03,-0.08
2020-12-04,-1.0
2020-12-05,0.5
2020-12-06,
2020-12-07,0.46153846153846156
2020-12-08,-0.05
2020-12-09,-0.4166666666666667
2020-12-10,0.2
2020-12-11,0.1
2020-12-12,0.6
2020-12-13,
2020-12-14,0.25
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.3333333333333333
2020-12-18,-0.037037037037037035
2020-12-19,0.3333333333333333
2020-12-20,-1.0
2020-12-21,-0.3448275862068966
2020-12-22,-0.2631578947368421
2020-12-23,0.1111111111111111
2020-12-24,0.0
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,0.5714285714285714
2020-12-29,1.0
2020-12-30,0.2
2020-12-31,-0.1111111111111111
2021-01-01,0.0
2021-01-02,1.0
2021-01-03,
2021-01-04,0.4
2021-01-05,0.4
2021-01-06,-0.35294117647058826
2021-01-07,0.19047619047619047
2021-01-08,0.43333333333333335
2021-01-09,
2021-01-10,0.5
2021-01-11,-0.2727272727272727
2021-01-12,0.045454545454545456
2021-01-13,0.5
2021-01-14,0.0
2021-01-15,0.5
2021-01-16,0.0
2021-01-17,
2021-01-18,0.3333333333333333
2021-01-19,0.15789473684210525
2021-01-20,0.16666666666666666
2021-01-21,-0.125
2021-01-22,0.2
2021-01-23,
2021-01-24,0.0
2021-01-25,-0.10526315789473684
2021-01-26,0.125
2021-01-27,-0.3181818181818182
2021-01-28,0.125
2021-01-29,-0.2857142857142857
2021-01-30,-0.6666666666666666
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,-0.21428571428571427
2021-02-03,0.2
2021-02-04,0.25
2021-02-05,-0.09090909090909091
2021-02-06,
2021-02-07,
2021-02-08,0.22641509433962265
2021-02-09,0.2653061224489796
2021-02-10,-0.14285714285714285
2021-02-11,-0.1
2021-02-12,0.10344827586206896
2021-02-13,0.0
2021-02-14,1.0
2021-02-15,-0.0625
2021-02-16,0.38095238095238093
2021-02-17,0.058823529411764705
2021-02-18,-0.05263157894736842
2021-02-19,0.42857142857142855
2021-02-20,-0.6666666666666666
2021-02-21,-0.5
2021-02-22,-0.3181818181818182
2021-02-23,-0.022222222222222223
2021-02-24,-0.08823529411764706
2021-02-25,-0.7692307692307693
2021-02-26,-0.45454545454545453
2021-02-27,-1.0
2021-02-28,-0.5
2021-03-01,0.0625
2021-03-02,-0.3076923076923077
2021-03-03,0.5625
2021-03-04,-0.037037037037037035
2021-03-05,0.04
2021-03-06,-1.0
2021-03-07,0.0
2021-03-08,0.3333333333333333
2021-03-09,0.5185185185185185
2021-03-10,0.4666666666666667
2021-03-11,0.42857142857142855
2021-03-12,-0.5
2021-03-13,
2021-03-14,-0.5
2021-03-15,0.125
2021-03-16,0.0
2021-03-17,0.3076923076923077
2021-03-18,0.058823529411764705
2021-03-19,-0.6
2021-03-20,0.0
2021-03-21,
2021-03-22,0.6842105263157895
2021-03-23,-0.1
2021-03-24,0.0
2021-03-25,0.2777777777777778
2021-03-26,0.14285714285714285
2021-03-27,
2021-03-28,
2021-03-29,0.1111111111111111
2021-03-30,-0.17391304347826086
2021-03-31,0.11538461538461539
2021-04-01,-0.07692307692307693
2021-04-02,0.8333333333333334
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.625
2021-04-06,0.14285714285714285
2021-04-07,0.0
2021-04-08,0.5769230769230769
2021-04-09,0.0
2021-04-10,
2021-04-11,0.0
2021-04-12,0.20833333333333334
2021-04-13,0.75
2021-04-14,0.05555555555555555
2021-04-15,0.0625
2021-04-16,0.56
2021-04-17,0.0
2021-04-18,0.125
2021-04-19,-0.16666666666666666
2021-04-20,0.125
2021-04-21,-0.058823529411764705
2021-04-22,-0.4117647058823529
2021-04-23,0.0
2021-04-24,
2021-04-25,
2021-04-26,0.42857142857142855
2021-04-27,-0.1794871794871795
2021-04-28,-0.07692307692307693
2021-04-29,0.23076923076923078
2021-04-30,0.4
2021-05-01,-0.25
2021-05-02,-1.0
2021-05-03,0.3888888888888889
2021-05-04,0.4
2021-05-05,0.14285714285714285
2021-05-06,0.2
2021-05-07,-0.2222222222222222
2021-05-08,-1.0
2021-05-09,0.36363636363636365
2021-05-10,0.19047619047619047
2021-05-11,-0.4166666666666667
2021-05-12,-0.06451612903225806
2021-05-13,-0.10416666666666667
2021-05-14,-0.08571428571428572
2021-05-15,0.3333333333333333
2021-05-16,0.2
2021-05-17,-0.3333333333333333
2021-05-18,-0.1724137931034483
2021-05-19,-0.09090909090909091
2021-05-20,0.038461538461538464
2021-05-21,0.23809523809523808
2021-05-22,0.0
